751	0	1139
751	0	472
751	0	933
751	0	230
751	0	599
751	0	541
751	0	1041
751	0	684
751	0	1188
751	0	1361
776	0	101
776	0	1320
776	0	1146
776	0	800
776	0	1194
776	0	115
776	0	406
776	0	1373
776	0	1284
776	0	605
776	0	1185
776	0	836
776	0	1061
776	0	1169
776	0	533
776	0	171
776	0	818
776	0	1176
776	0	51
776	0	211
776	0	1223
776	0	953
776	0	122
776	0	3
776	0	625
776	0	370
776	0	1361
1055	0	726
1055	0	455
1055	0	601
1055	0	84
1055	0	701
1055	0	1171
1055	0	1305
1055	0	266
1055	0	571
1055	0	414
1055	0	351
1055	0	1128
1055	0	1333
1055	0	562
1055	0	63
1055	0	482
1055	0	54
1055	0	314
1055	0	1362
1055	0	1263
1055	0	1321
1055	0	182
1055	0	379
1055	0	389
1055	0	735
1055	0	1225
1055	0	796
1055	0	510
1055	0	817
1055	0	473
1055	0	1328
1055	0	374
1055	0	1014
1055	0	890
1055	0	353
1055	0	564
1055	0	1019
1055	0	159
1055	0	154
1055	0	704
1055	0	1309
1055	0	667
1055	0	681
1055	0	6
1055	0	1287
1055	0	799
1055	0	1256
1055	0	695
1055	0	767
1055	0	1054
1055	0	658
1055	0	1281
1055	0	36
1055	0	261
1055	0	753
1055	0	58
1055	0	129
1055	0	1170
1055	0	191
1055	0	1361
724	0	67
724	0	663
724	0	1070
724	0	1002
724	0	13
724	0	436
724	0	858
724	0	523
724	0	752
724	0	606
724	0	1382
724	0	26
724	0	322
724	0	603
724	0	1374
724	0	1383
724	0	29
724	0	922
724	0	1071
724	0	429
724	0	1245
724	0	1361
724	0	197
724	0	1416
724	0	828
5	0	566
5	0	736
5	0	1020
5	0	1282
5	0	516
5	0	492
5	0	696
5	0	1365
5	0	1236
5	0	465
5	0	1208
5	0	399
5	0	170
5	0	604
5	0	637
5	0	422
5	0	52
5	0	1361
5	0	1300
5	0	1163
5	0	295
350	0	1398
350	0	1139
350	0	794
350	0	315
350	0	1355
350	0	373
350	0	767
350	0	451
350	0	491
350	0	690
350	0	585
350	0	642
350	0	304
350	0	715
350	0	347
350	0	331
350	0	844
350	0	464
350	0	965
350	0	1253
350	0	137
350	0	520
350	0	914
350	0	183
350	0	1306
350	0	1361
350	0	509
350	0	1286
461	0	101
461	0	676
461	0	815
461	0	1361
959	0	593
959	0	101
959	0	264
959	0	758
959	0	875
959	0	234
959	0	998
959	0	57
959	0	99
959	0	318
959	0	518
959	0	56
959	0	687
959	0	460
959	0	1273
959	0	317
959	0	359
959	0	171
959	0	207
959	0	756
959	0	1283
959	0	1088
959	0	325
959	0	548
959	0	86
959	0	1036
959	0	946
959	0	1213
959	0	377
959	0	1311
959	0	844
959	0	1021
959	0	489
959	0	885
959	0	1361
311	0	1139
311	0	373
311	0	429
311	0	166
311	0	1275
311	0	592
311	0	65
311	0	1233
311	0	1361
311	0	1269
311	0	721
311	0	486
311	0	98
311	0	814
311	0	481
311	0	700
311	0	883
311	0	0
311	0	81
311	0	978
311	0	61
311	0	366
311	0	1144
311	0	1059
311	0	197
311	0	1416
311	0	1215
311	0	1001
928	0	101
928	0	408
928	0	343
928	0	1334
928	0	267
928	0	1169
928	0	533
928	0	171
928	0	818
928	0	1149
928	0	777
928	0	1233
928	0	488
928	0	782
928	0	151
928	0	47
928	0	1080
928	0	1160
